relative_path,area,provenance,extension,filename,basename,size_bytes,cluster,inferred_function,source_hint
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\evimax\makedll\evimax.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,evimax.dll,evimax,725504,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\excel\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,845824,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\excel\makedll\makeexcel.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,makeexcel.dll,makeexcel,703488,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\idoszak\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,696832,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\idoszak\makedll\idoszak.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,idoszak.dll,idoszak,694272,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\idoszakos\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,887296,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\idoszakos\makedll\idoszakos.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,idoszakos.dll,idoszakos,885248,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\import\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,798208,server-import,Import vagy adatbetoltes,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\import\makedll\import.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,import.dll,import,795136,server-import,Import vagy adatbetoltes,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\kereso\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,888832,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\kereso\makedll\kereso.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,kereso.dll,kereso,886272,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\letilt\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,870912,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\letilt\makedll\letilt.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,letilt.dll,letilt,868352,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\makeexcel\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,389120,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\okmdisp\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,785920,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\okmdisp\makedll\okmdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,okmdisp.dll,okmdisp,783360,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\terrornaplo\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,844288,aml-sanctions,Szankcios vagy terrorlista ellenorzes,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\terrornaplo\makedll\terrnaplo.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,terrnaplo.dll,terrnaplo,841216,aml-sanctions,Szankcios vagy terrorlista ellenorzes,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\tiltasok\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,1084416,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\tiltasok\makedll\tiltasok.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,tiltasok.dll,tiltasok,1081856,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\tiltasok\save\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,875520,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\ujimport\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,799744,server-import,Import vagy adatbetoltes,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\dll\ujimport\makedll\ujimport.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,ujimport.dll,ujimport,797696,server-import,Import vagy adatbetoltes,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfelcontrol\ugyfctrl\ugyfctrl.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,ugyfctrl.exe,ugyfctrl,988160,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\ugyfseek\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,694784,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\verseny\verseny.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,verseny.exe,verseny,908288,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\verseny\verseny_unpacked\VERSENY.EXE,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,VERSENY.EXE,VERSENY,906752,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\verseny_mend\modibank.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,modibank.exe,modibank,705536,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\verseny_mend\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,698880,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\vevo\vevok.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,vevok.exe,vevok,771072,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\vevoszam\2\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,694784,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\vevoszam\3\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,697344,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\vevoszam\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,724480,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\vevoszam\vevoszam_unpacked\PROJECT1.EXE,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,PROJECT1.EXE,PROJECT1,670208,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\western\western.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,western.exe,western,761856,western-union,Western Union integracio,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\westuni\westuni.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,westuni.exe,westuni,813568,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\wucontrol\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,698880,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\fejleszt\wuniforg\wuniforg.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,wuniforg.exe,wuniforg,722944,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\arftmk.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,arftmk.dll,arftmk,954880,rates,Arfolyam karbantarto modul,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\atlagarf.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,atlagarf.dll,atlagarf,983552,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\bankdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,bankdisp.dll,bankdisp,829952,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\beerk.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,beerk.dll,beerk,3675136,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\datadisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,datadisp.dll,datadisp,838656,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\dbctrl.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,dbctrl.dll,dbctrl,680448,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\dolgjutalek.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,dolgjutalek.dll,dolgjutalek,995328,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\dolgozok.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,dolgozok.dll,dolgozok,1143808,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\forgdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,forgdisp.dll,forgdisp,841728,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\getdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,getdisp.dll,getdisp,399360,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\getegyseg.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,getegyseg.dll,getegyseg,699392,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\gyujto.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,gyujto.dll,gyujto,839680,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\hovalasz.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,hovalasz.dll,hovalasz,691712,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\hrk.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,hrk.dll,hrk,908800,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\idoszak.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,idoszak.dll,idoszak,688128,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\import.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,import.dll,import,1285120,server-import,Import vagy adatbetoltes,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\irtmk.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,irtmk.dll,irtmk,1032704,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\jutszaz.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,jutszaz.dll,jutszaz,840192,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\kdtrdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,kdtrdisp.dll,kdtrdisp,731648,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\keszdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,keszdisp.dll,keszdisp,844800,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\kezdij.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,kezdij.dll,kezdij,820736,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\legyujto.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,legyujto.dll,legyujto,742400,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\missctrl.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,missctrl.dll,missctrl,714240,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\mnbhibak.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,mnbhibak.dll,mnbhibak,916480,compliance-rates,MNB rates vagy reporting,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\ptkdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,ptkdisp.dll,ptkdisp,852992,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\stornodisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,stornodisp.dll,stornodisp,856064,storno,Sztorno tranzakcio vagy visszavonas,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\sumwuafa.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,sumwuafa.dll,sumwuafa,672768,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\tranzdij.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,tranzdij.dll,tranzdij,1097216,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\trbdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,trbdisp.dll,trbdisp,854016,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\userin.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,userin.dll,userin,967168,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\westforg.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,westforg.dll,westforg,772096,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\wudisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,wudisp.dll,wudisp,716288,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\wuwaadvet.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,wuwaadvet.dll,wuwaadvet,995840,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\newdll\zarasctrl.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,zarasctrl.dll,zarasctrl,817664,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\adatgyujto\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,748544,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\adatgyujto\makedll\legyujto.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,legyujto.dll,legyujto,742400,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\arftmk\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,956928,rates,Arfolyam karbantarto modul,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\arftmk\makedll\arftmk.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,arftmk.dll,arftmk,954880,rates,Arfolyam karbantarto modul,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\atlagarf\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,985600,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\atlagarf\makedll\atlagarf.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,atlagarf.dll,atlagarf,983552,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\bankforg\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,832512,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\bankforg\makedll\bankdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,bankdisp.dll,bankdisp,829952,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\beerkctrl\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,716800,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\beerkctrl\makedll\missctrl.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,missctrl.dll,missctrl,714240,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\beerkezes\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,3681280,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\beerkezes\makedll\beerk.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,beerk.dll,beerk,3675136,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\bejelentes\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,461824,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\datadisp\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,841216,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\datadisp\makedll\datadisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,datadisp.dll,datadisp,838656,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\dbookctrl\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,686080,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\dbookctrl\makedll\dbctrl.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,dbctrl.dll,dbctrl,679936,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\dolgozok\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,1145344,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\dolgozok\makedll\dolgozok.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,dolgozok.dll,dolgozok,1143808,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\forgalomdisp\debug\forgdisp.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,forgdisp.exe,forgdisp,844288,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\forgalomdisp\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,856576,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\forgalomdisp\makedll\forgdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,forgdisp.dll,forgdisp,841728,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\getdisp\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,406528,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\getdisp\makedll\getdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,getdisp.dll,getdisp,399360,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\getuzlet\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,701952,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\hovalasz\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,693760,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\hovalasz\makedll\hovalasz.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,hovalasz.dll,hovalasz,691712,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\hrkserver\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,910848,server-core,Kozponti szerver alkalmazas,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\hrkserver\makedll\hrk.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,hrk.dll,hrk,908800,server-core,Kozponti szerver alkalmazas,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\idoszak\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,695808,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\idoszak\makedll\idoszak.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,idoszak.dll,idoszak,688128,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\import\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,1286656,server-import,Import vagy adatbetoltes,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\import\makedll\import.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,import.dll,import,1285120,server-import,Import vagy adatbetoltes,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\irtmk\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,1035776,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\irtmk\makedll\irtmk.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,irtmk.dll,irtmk,1032704,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\jutszamito\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,997888,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\jutszamito\makedll\dolgjutalek.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,dolgjutalek.dll,dolgjutalek,995328,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\jutszazalek\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,842752,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\jutszazalek\makedll\jutszaz.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,jutszaz.dll,jutszaz,840192,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\keszletdisp\debug\project1.exe,SZERVER_EXTRACTED_AUTO,extracted_auto,.exe,project1.exe,project1,846848,unclassified,Tovabbi manualis elemzes szukseges,
Anti\SZERVER\_extracted_auto\forrasok_unpacked\SZERVER\ujdll\keszletdisp\makedll\keszdisp.dll,SZERVER_EXTRACTED_AUTO,extracted_auto,.dll,keszdisp.dll,keszdisp,844800,legacy-dll,Legacy plugin vagy shared library,
