relative_path,area,provenance,extension,filename,basename,size_bytes,cluster,inferred_function,source_hint
Anti\SZERVER\_extracted\VALUTA\DLL\FNYUJSAG\spec8085\MAKEDLL\Fnyujsag.dll,SZERVER,extracted,.dll,Fnyujsag.dll,Fnyujsag,677888,display,Futofeny vagy kijelzo komponens,
Anti\SZERVER\_extracted\VALUTA\DLL\FNYUJSAG\SZOBOSZLO\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,678912,display,Futofeny vagy kijelzo komponens,
Anti\SZERVER\_extracted\VALUTA\DLL\FNYUJSAG\SZOBOSZLO\MAKEDLL\Fnyujsag.dll,SZERVER,extracted,.dll,Fnyujsag.dll,Fnyujsag,676864,display,Futofeny vagy kijelzo komponens,
Anti\SZERVER\_extracted\VALUTA\DLL\FNYUJSAG\UJTIPUS\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,697856,display,Futofeny vagy kijelzo komponens,
Anti\SZERVER\_extracted\VALUTA\DLL\FNYUJSAG\UJTIPUS\MAKEDLL\Fnyujsag.dll,SZERVER,extracted,.dll,Fnyujsag.dll,Fnyujsag,678400,display,Futofeny vagy kijelzo komponens,
Anti\SZERVER\_extracted\VALUTA\DLL\FOGLALO\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,1060864,reservation,Foglalas rendszer,
Anti\SZERVER\_extracted\VALUTA\DLL\FOGLALO\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,389120,reservation,Foglalas rendszer,
Anti\SZERVER\_extracted\VALUTA\DLL\FOGLALO\MAKEDLL\foglalo.dll,SZERVER,extracted,.dll,foglalo.dll,foglalo,1058304,reservation,Foglalas rendszer,
Anti\SZERVER\_extracted\VALUTA\DLL\FOGLREND\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,724480,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\FOGLREND\MAKEDLL\foglrend.dll,SZERVER,extracted,.dll,foglrend.dll,foglrend,721408,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\FORGOSSZ\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,979968,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\FORGOSSZ\MAKEDLL\Forgossz.dll,SZERVER,extracted,.dll,Forgossz.dll,Forgossz,977408,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GEPSETUP\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,2379264,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GEPSETUP\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,389120,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GEPSETUP\MAKEDLL\GEPSETUP.dll,SZERVER,extracted,.dll,GEPSETUP.dll,GEPSETUP,2376192,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETARF\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,734720,rates-sync,Arfolyam letoltes vagy rates sync,
Anti\SZERVER\_extracted\VALUTA\DLL\GETARF\MAKEDLL\Getarf.dll,SZERVER,extracted,.dll,Getarf.dll,Getarf,732160,rates-sync,Arfolyam letoltes vagy rates sync,
Anti\SZERVER\_extracted\VALUTA\DLL\GETARF\UJDLL\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,753152,rates-sync,Arfolyam letoltes vagy rates sync,
Anti\SZERVER\_extracted\VALUTA\DLL\GETARF\UJDLL\MAKEDLL\Getarf.dll,SZERVER,extracted,.dll,Getarf.dll,Getarf,751616,rates-sync,Arfolyam letoltes vagy rates sync,
Anti\SZERVER\_extracted\VALUTA\DLL\GETENGED\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,704512,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETENGED\MAKEDLL\getenged.dll,SZERVER,extracted,.dll,getenged.dll,getenged,701952,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETFIZE\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,705536,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETFIZE\MAKEDLL\Getfize.dll,SZERVER,extracted,.dll,Getfize.dll,Getfize,702464,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETISO\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,698368,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETISO\MAKEDLL\GETISO.dll,SZERVER,extracted,.dll,GETISO.dll,GETISO,694272,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETNYUGT\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,782336,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETNYUGT\MAKEDLL\Getnyug.dll,SZERVER,extracted,.dll,Getnyug.dll,Getnyug,779264,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETPLOMB\MAKEDLL\Getplomb.dll,SZERVER,extracted,.dll,Getplomb.dll,Getplomb,685056,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETPTAR\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,944128,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETPTAR\MAKEDLL\GetPTar.dll,SZERVER,extracted,.dll,GetPTar.dll,GetPTar,940544,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETSTATUS\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,837632,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETSTATUS\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,394240,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETSTATUS\MAKEDLL\GETSTAT.dll,SZERVER,extracted,.dll,GETSTAT.dll,GETSTAT,834560,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETWCEG\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,959488,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETWCEG\MAKEDLL\Getwceg.dll,SZERVER,extracted,.dll,Getwceg.dll,Getwceg,956928,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GETWUGYF\MAKEDLL\Getwugyf.dll,SZERVER,extracted,.dll,Getwugyf.dll,Getwugyf,967680,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GONGBACK\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,654848,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\GONGBACK\MAKEDLL\GongBack.dll,SZERVER,extracted,.dll,GongBack.dll,GongBack,648192,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\HAVIZAR\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,778752,closing,Havi zaras workflow,
Anti\SZERVER\_extracted\VALUTA\DLL\HAVIZAR\MAKEDLL\Havizar.dll,SZERVER,extracted,.dll,Havizar.dll,Havizar,776704,closing,Havi zaras workflow,
Anti\SZERVER\_extracted\VALUTA\DLL\HRKATADO\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,1043968,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\HRKATADO\MAKEDLL\Hrksend.dll,SZERVER,extracted,.dll,Hrksend.dll,Hrksend,1042432,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\HRKZARO\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,6190592,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\HRKZARO\MAKEDLL\hrkzaro.dll,SZERVER,extracted,.dll,hrkzaro.dll,hrkzaro,6188032,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\IDOSZAK\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,711680,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\IDOSZAK\MAKEDLL\Idoszak.dll,SZERVER,extracted,.dll,Idoszak.dll,Idoszak,695296,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KCIMLET\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,800768,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\VALUTA\DLL\KCIMLET\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,423424,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\VALUTA\DLL\KCIMLET\MAKEDLL\Kcimlet.dll,SZERVER,extracted,.dll,Kcimlet.dll,Kcimlet,794624,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\VALUTA\DLL\KELLCIM\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,420352,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KELLCIM\MAKEDLL\KELLCIM.dll,SZERVER,extracted,.dll,KELLCIM.dll,KELLCIM,418304,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KESZEDIT\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,924672,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KESZEDIT\MAKEDLL\Keszedit.dll,SZERVER,extracted,.dll,Keszedit.dll,Keszedit,921600,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KESZUP\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,685056,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KESZUP\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,396800,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KESZUP\MAKEDLL\KESZUP.dll,SZERVER,extracted,.dll,KESZUP.dll,KESZUP,679424,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KEZDEKAD\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,757248,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KEZDEKAD\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,416768,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KEZDEKAD\MAKEDLL\kezdek.dll,SZERVER,extracted,.dll,kezdek.dll,kezdek,754688,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KEZDIJ\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,1082880,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KEZDIJ\MAKEDLL\KEZDIJ.dll,SZERVER,extracted,.dll,KEZDIJ.dll,KEZDIJ,1080320,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KEZDKEDV\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,707584,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KEZDKEDV\MAKEDLL\KEZDKEDV.dll,SZERVER,extracted,.dll,KEZDKEDV.dll,KEZDKEDV,705024,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KISARFVALT\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,768512,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KISARFVALT\MAKEDLL\Kisarfvalt.dll,SZERVER,extracted,.dll,Kisarfvalt.dll,Kisarfvalt,765440,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KISCIMLET\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,866304,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\VALUTA\DLL\KISCIMLET\MAKEDLL\Kiscim.dll,SZERVER,extracted,.dll,Kiscim.dll,Kiscim,863232,denomination,Cimletkezeles es denomination workflow,
Anti\SZERVER\_extracted\VALUTA\DLL\KISUGYFEL\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,846336,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted\VALUTA\DLL\KISUGYFEL\MAKEDLL\KISUGYFEL.dll,SZERVER,extracted,.dll,KISUGYFEL.dll,KISUGYFEL,844288,customer-aml,Ugyfelkezeles es AML,
Anti\SZERVER\_extracted\VALUTA\DLL\KORLEV\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,845824,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KORLEV\MAKEDLL\korlev.dll,SZERVER,extracted,.dll,korlev.dll,korlev,843776,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\KORLEV\NEWYEAR\NEWYEAR\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,700416,year-opening,Evnyito folyamat,
Anti\SZERVER\_extracted\VALUTA\DLL\KORLEV\NEWYEAR\NEWYEAR\MAKEDLL\NEWYEAR.dll,SZERVER,extracted,.dll,NEWYEAR.dll,NEWYEAR,694784,year-opening,Evnyito folyamat,
Anti\SZERVER\_extracted\VALUTA\DLL\KORLEV\NEWYEAR\SERVER\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,710144,year-opening,Evnyito folyamat,
Anti\SZERVER\_extracted\VALUTA\DLL\LISTAK\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,1191424,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\LISTAK\MAKEDLL\Listak.dll,SZERVER,extracted,.dll,Listak.dll,Listak,1189376,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\LOGDISP\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,506880,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\LOGDISP\MAKEDLL\Logdisp.dll,SZERVER,extracted,.dll,Logdisp.dll,Logdisp,486912,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\LOGIRO\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,412672,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\LOGIRO\MAKEDLL\Logiro.dll,SZERVER,extracted,.dll,Logiro.dll,Logiro,372736,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MAIFORG\MAKEDLL\Maiforg.dll,SZERVER,extracted,.dll,Maiforg.dll,Maiforg,959488,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MAKTABLAK\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,705024,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MAKTABLAK\MAKEDLL\MAKTABLA.dll,SZERVER,extracted,.dll,MAKTABLA.dll,MAKTABLA,702464,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MATPTAR\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,981504,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MATPTAR\MAKEDLL\Matptar.dll,SZERVER,extracted,.dll,Matptar.dll,Matptar,979456,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MATREGEN\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,702464,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MATREGEN\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,411648,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MATREGEN\MAKEDLL\Matregen.dll,SZERVER,extracted,.dll,Matregen.dll,Matregen,699904,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MENTES\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,664576,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MENTES\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,389120,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\MENTES\MAKEDLL\MENTES.dll,SZERVER,extracted,.dll,MENTES.dll,MENTES,657920,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\METRO\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,1052160,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\METRO\MAKEDLL\Metro.dll,SZERVER,extracted,.dll,Metro.dll,Metro,1049600,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPIFORG\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,973824,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPIFORG\MAKEDLL\Napiforg.dll,SZERVER,extracted,.dll,Napiforg.dll,Napiforg,971264,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPIJEL\DEBUG\PROJECT1.EXE,SZERVER,extracted,.exe,PROJECT1.EXE,PROJECT1,915456,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPIJEL\MAKEDLL\NAPIJEL.dll,SZERVER,extracted,.dll,NAPIJEL.dll,NAPIJEL,912896,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPIKEZD\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,898048,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPIKEZD\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,416768,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPIKEZD\MAKEDLL\napikezd.dll,SZERVER,extracted,.dll,napikezd.dll,napikezd,894976,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPKONYV\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,904704,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPKONYV\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,416768,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPKONYV\MAKEDLL\napkonyv.dll,SZERVER,extracted,.dll,napkonyv.dll,napkonyv,902144,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPZAR\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,834048,closing,Napzaras vagy closing workflow,
Anti\SZERVER\_extracted\VALUTA\DLL\NAPZAR\MAKEDLL\Napzar.dll,SZERVER,extracted,.dll,Napzar.dll,Napzar,831488,closing,Napzaras vagy closing workflow,
Anti\SZERVER\_extracted\VALUTA\DLL\NAVZARO\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,724992,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NAVZARO\MAKEDLL\Navzaro.dll,SZERVER,extracted,.dll,Navzaro.dll,Navzaro,722432,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NZNYOMT\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,859136,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\NZNYOMT\MAKEDLL\NzNyomt.dll,SZERVER,extracted,.dll,NzNyomt.dll,NzNyomt,857088,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\OTHERTSK\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,1351168,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\OTHERTSK\MAKEDLL\Othertsk.dll,SZERVER,extracted,.dll,Othertsk.dll,Othertsk,1348608,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\OTP\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,2591232,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\OTP\MAKEDLL\otp.dll,SZERVER,extracted,.dll,otp.dll,otp,2583040,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\OTPLOG\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,758784,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\OTPLOG\MAKEDLL\otplog.dll,SZERVER,extracted,.dll,otplog.dll,otplog,756736,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PAUSDISP\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,707584,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PAUSDISP\MAKEDDLL\PausDisp.dll,SZERVER,extracted,.dll,PausDisp.dll,PausDisp,705024,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PILLALL\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,839680,cash-stock,Pillanatnyi penztarallas,
Anti\SZERVER\_extracted\VALUTA\DLL\PILLALL\MAKEDLL\PILLALL.dll,SZERVER,extracted,.dll,PILLALL.dll,PILLALL,836608,cash-stock,Pillanatnyi penztarallas,
Anti\SZERVER\_extracted\VALUTA\DLL\PILLKESZ\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,1154560,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PILLKESZ\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,389120,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PILLKESZ\GRAFIKON\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,865792,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PILLKESZ\MAKEDLL\PILLKESZ.dll,SZERVER,extracted,.dll,PILLKESZ.dll,PILLKESZ,1152512,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PROCEND\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,563712,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PROCEND\MAKEDLL\Procend.dll,SZERVER,extracted,.dll,Procend.dll,Procend,557056,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PROSBE\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,1053184,auth-cashier,Penztaros beleptetes,
Anti\SZERVER\_extracted\VALUTA\DLL\PROSBE\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,394240,auth-cashier,Penztaros beleptetes,
Anti\SZERVER\_extracted\VALUTA\DLL\PROSBE\MAKEDLL\Prosbe.dll,SZERVER,extracted,.dll,Prosbe.dll,Prosbe,1050624,auth-cashier,Penztaros beleptetes,
Anti\SZERVER\_extracted\VALUTA\DLL\PROSKI\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,653824,auth-cashier,Penztaros kileptetes,
Anti\SZERVER\_extracted\VALUTA\DLL\PROSKI\exeproba\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,394240,auth-cashier,Penztaros kileptetes,
Anti\SZERVER\_extracted\VALUTA\DLL\PROSKI\MAKEDLL\Proski.dll,SZERVER,extracted,.dll,Proski.dll,Proski,647168,auth-cashier,Penztaros kileptetes,
Anti\SZERVER\_extracted\VALUTA\DLL\PROSTMK\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,954880,auth-cashier,Penztaros es jelszo karbantartas,
Anti\SZERVER\_extracted\VALUTA\DLL\PROSTMK\MAKEDLL\Prostmk.dll,SZERVER,extracted,.dll,Prostmk.dll,Prostmk,952320,auth-cashier,Penztaros es jelszo karbantartas,
Anti\SZERVER\_extracted\VALUTA\DLL\PTARKESZ\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,681472,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PTARKESZ\EXEPROBA\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,389120,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PTARKESZ\MAKEDLL\AKTKESZ.dll,SZERVER,extracted,.dll,AKTKESZ.dll,AKTKESZ,678400,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PTARTMK\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,945152,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\PTARTMK\MAKEDLL\ptartmk.dll,SZERVER,extracted,.dll,ptartmk.dll,ptartmk,942592,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\QRDEPUTY\DEBUG\Project1.exe,SZERVER,extracted,.exe,Project1.exe,Project1,719360,legacy-dll,Legacy plugin vagy shared library,
Anti\SZERVER\_extracted\VALUTA\DLL\QRDEPUTY\MAKEDLL\QRGENER.dll,SZERVER,extracted,.dll,QRGENER.dll,QRGENER,717312,display,QR generalas vagy kijelzes,
